Domain,Event_Type,Speaker_Type,Duration_Hours,Day_Type,Time_Slot,Promotion_Days,Certificate_Flag,Interactivity_Level,Relevance_Friction_1,Relevance_Friction_2,Relevance_Friction_3,Relevance_Friction_4,Relevance_Friction_5,Schedule_Friction_1,Schedule_Friction_2,Schedule_Friction_3,Schedule_Friction_4,Schedule_Friction_5,Fatigue_Friction_1,Fatigue_Friction_2,Fatigue_Friction_3,Fatigue_Friction_4,Fatigue_Friction_5,Promotion_Friction_1,Promotion_Friction_2,Promotion_Friction_3,Promotion_Friction_4,Promotion_Friction_5,Social_Friction_1,Social_Friction_2,Social_Friction_3,Social_Friction_4,Social_Friction_5,Format_Friction_1,Format_Friction_2,Format_Friction_3,Format_Friction_4,Format_Friction_5,Expected_Attendance,Engagement_Level
Law,Guest_Lecture,Industry,2.5,Weekday,Evening,12,1,0.5251793489020143,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,84,Medium
Business,Workshop,Faculty,1.5,Weekend,Morning,13,0,0.7807465739281201,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,142,High
Tech,Guest_Lecture,Alumni,1.5,Weekday,Evening,4,0,0.47304476560584907,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,Low
Tech,Workshop,Industry,1.0,Weekend,Evening,12,1,0.8159077776669772,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,147,High
Design,Workshop,Industry,2.0,Weekday,Afternoon,6,0,0.8805588276147848,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,97,Medium
Law,Workshop,Alumni,1.0,Weekday,Afternoon,5,0,0.3816740558732372,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,22,Low
Tech,Career_Talk,Faculty,2.5,Weekend,Evening,9,0,0.7226322306224646,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,81,Medium
Law,Workshop,Alumni,2.5,Weekday,Evening,2,0,0.9986180079394087,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,69,Low
Tech,Guest_Lecture,Industry,1.0,Weekday,Afternoon,7,0,0.7571316755944383,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,107,Medium
Design,Workshop,Alumni,2.0,Weekday,Afternoon,7,1,0.956879827544563,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,81,Medium
Music,Workshop,Industry,1.5,Weekday,Evening,9,1,0.7366172300343776,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,76,Medium
Design,Workshop,Faculty,1.5,Weekday,Evening,3,1,0.32988693746143605,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,53,Low
Tech,Guest_Lecture,Alumni,1.0,Weekday,Afternoon,1,1,0.8271516748585387,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,82,Medium
Business,Guest_Lecture,Industry,2.0,Weekday,Afternoon,6,0,0.6663407647195553,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,59,Low
Tech,Career_Talk,Industry,1.0,Weekend,Morning,14,0,0.033067973451222255,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10,Low
Music,Career_Talk,Faculty,2.0,Weekend,Evening,8,0,0.17243404511156413,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,35,Low
Law,Guest_Lecture,Faculty,1.5,Weekend,Evening,8,0,0.2612730078601363,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,71,Medium
Music,Guest_Lecture,Industry,1.5,Weekday,Afternoon,10,0,0.7435638071719333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,77,Medium
Tech,Guest_Lecture,Alumni,2.5,Weekday,Afternoon,8,0,0.7971326592965348,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,80,Medium
Tech,Guest_Lecture,Industry,2.0,Weekday,Afternoon,4,1,0.8268854367104835,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,93,Medium
Design,Workshop,Industry,1.5,Weekday,Morning,14,0,0.067214737535923,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,62,Low
Tech,Career_Talk,Industry,1.5,Weekday,Evening,4,1,0.07215668147210919,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,84,Medium
Tech,Career_Talk,Alumni,1.5,Weekend,Evening,9,0,0.2994432177884566,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,16,Low
Music,Workshop,Industry,1.0,Weekday,Afternoon,13,0,0.6812433977719089,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,52,Low
Business,Career_Talk,Faculty,2.5,Weekday,Morning,10,1,0.8421849088866902,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,108,Medium
Tech,Career_Talk,Industry,1.0,Weekday,Morning,14,0,0.8693756671041979,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,91,Medium
Business,Workshop,Alumni,1.5,Weekday,Evening,3,0,0.20751531478613894,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25,Low
Music,Career_Talk,Faculty,2.0,Weekday,Morning,9,0,0.7674152811834145,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,94,Medium
Business,Workshop,Industry,1.5,Weekday,Afternoon,2,1,0.6407749327496293,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,99,Medium
Music,Workshop,Industry,2.0,Weekend,Evening,8,0,0.9267300191694517,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,119,Medium
Music,Workshop,Industry,1.0,Weekday,Afternoon,3,0,0.7728610438564426,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,72,Medium
Design,Guest_Lecture,Industry,1.0,Weekday,Evening,10,0,0.5286212841730012,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,82,Medium
Music,Workshop,Faculty,1.5,Weekend,Morning,5,0,0.7831942828254159,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,53,Low
Business,Career_Talk,Faculty,1.5,Weekend,Afternoon,2,1,0.3082776946835387,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,78,Medium
Tech,Workshop,Industry,2.5,Weekend,Evening,13,0,0.786145239402536,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,99,Medium
Law,Workshop,Faculty,1.5,Weekday,Evening,13,0,0.7811684747624661,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,88,Medium
Tech,Guest_Lecture,Faculty,1.0,Weekday,Evening,3,1,0.8552085904008625,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,56,Low
Business,Workshop,Industry,1.0,Weekday,Afternoon,3,1,0.2423960537090598,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,98,Medium
Law,Guest_Lecture,Industry,1.5,Weekend,Afternoon,1,0,0.8490008398718981,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,92,Medium
Music,Workshop,Industry,1.5,Weekend,Afternoon,10,0,0.16905021849437185,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52,Low
Business,Career_Talk,Faculty,1.0,Weekday,Morning,13,1,0.771899608656862,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,135,High
Business,Guest_Lecture,Industry,1.5,Weekday,Morning,4,0,0.9299174891628784,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,84,Medium
Tech,Workshop,Faculty,2.5,Weekday,Afternoon,7,0,0.03579811461396398,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,47,Low
Music,Workshop,Industry,1.5,Weekday,Morning,10,1,0.626012647075664,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,102,Medium
Business,Workshop,Faculty,2.0,Weekday,Morning,7,0,0.6595917225561632,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,83,Medium
Tech,Career_Talk,Industry,1.0,Weekday,Morning,11,0,0.8151429025696821,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,137,High
Music,Guest_Lecture,Faculty,2.0,Weekday,Afternoon,11,0,0.10282339906953364,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,44,Low
Law,Workshop,Industry,1.0,Weekday,Evening,11,0,0.9094306794787214,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100,Medium
Design,Workshop,Industry,1.5,Weekday,Evening,11,0,0.9937871197592297,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,71,Medium
Design,Career_Talk,Industry,1.0,Weekday,Morning,7,0,0.6721052728263512,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,86,Medium
Tech,Workshop,Faculty,1.0,Weekday,Morning,6,0,0.4299329831699703,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,40,Low
Tech,Guest_Lecture,Faculty,1.0,Weekday,Evening,9,0,0.6350153941606677,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,89,Medium
Tech,Guest_Lecture,Industry,1.0,Weekday,Morning,2,0,0.05470611636370715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,56,Low
Tech,Workshop,Faculty,2.0,Weekday,Evening,9,0,0.7530341662223022,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,65,Low
Design,Guest_Lecture,Faculty,1.0,Weekend,Morning,1,1,0.06996659081934387,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,48,Low
Law,Workshop,Faculty,2.5,Weekday,Afternoon,11,1,0.32259099847226924,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,59,Low
Tech,Workshop,Faculty,1.5,Weekday,Afternoon,9,0,0.13939872286106403,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,68,Low
Music,Career_Talk,Industry,1.0,Weekday,Evening,7,0,0.7260412546565949,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34,Low
Music,Guest_Lecture,Faculty,1.5,Weekday,Afternoon,5,0,0.5944282600983286,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,79,Medium
Design,Career_Talk,Faculty,1.0,Weekday,Morning,8,1,0.6992038106551112,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,93,Medium
Business,Guest_Lecture,Faculty,2.0,Weekend,Afternoon,9,0,0.0645661307571671,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,64,Low
Law,Workshop,Industry,1.0,Weekday,Afternoon,10,0,0.3704063367721899,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68,Low
Business,Guest_Lecture,Faculty,2.0,Weekday,Evening,13,1,0.40616966621650075,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,70,Low
Tech,Guest_Lecture,Industry,1.0,Weekend,Afternoon,3,1,0.6023985304356019,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,110,Medium
Music,Workshop,Faculty,1.0,Weekday,Morning,1,1,0.10233070071413763,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,61,Low
Business,Workshop,Industry,1.0,Weekday,Afternoon,10,0,0.6472369792558652,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,107,Medium
Business,Guest_Lecture,Industry,2.0,Weekday,Morning,3,1,0.39469857443516954,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,88,Medium
Design,Guest_Lecture,Faculty,1.5,Weekday,Evening,3,0,0.9059199635316207,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,86,Medium
Design,Workshop,Alumni,2.5,Weekend,Evening,4,1,0.44980913983894066,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,101,Medium
Law,Career_Talk,Industry,1.5,Weekend,Morning,11,0,0.1020715736443073,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,64,Low
Music,Workshop,Faculty,1.0,Weekday,Afternoon,1,1,0.10340202117729225,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,31,Low
Music,Workshop,Faculty,2.0,Weekday,Evening,6,1,0.25429557306821793,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,57,Low
Business,Workshop,Alumni,1.5,Weekday,Afternoon,2,1,0.23981162943024392,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,98,Medium
Design,Career_Talk,Faculty,2.0,Weekday,Afternoon,12,1,0.7966862038462046,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,76,Medium
Tech,Workshop,Industry,1.5,Weekday,Afternoon,11,0,0.7223885497171945,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,143,High
Design,Guest_Lecture,Industry,2.0,Weekend,Afternoon,2,0,0.07667271971256717,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,56,Low
Tech,Workshop,Faculty,1.0,Weekday,Afternoon,4,0,0.8514340499565859,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,37,Low
Tech,Guest_Lecture,Industry,2.5,Weekday,Afternoon,7,1,0.09613004476843523,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,37,Low
Law,Guest_Lecture,Alumni,1.0,Weekend,Evening,7,0,0.7856278134607477,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,54,Low
Music,Workshop,Alumni,2.0,Weekend,Afternoon,3,0,0.11161709610214932,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,37,Low
Tech,Career_Talk,Alumni,1.0,Weekday,Evening,7,0,0.3763583440171562,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,51,Low
Tech,Workshop,Industry,2.0,Weekday,Afternoon,13,1,0.7509306223327887,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,124,Medium
Tech,Workshop,Faculty,2.0,Weekend,Evening,4,0,0.2536349908172345,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,16,Low
Business,Guest_Lecture,Faculty,2.0,Weekday,Afternoon,2,0,0.11332994156746234,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,81,Medium
Music,Guest_Lecture,Industry,1.5,Weekday,Afternoon,6,0,0.7871952665001634,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,60,Low
Tech,Workshop,Industry,1.5,Weekday,Afternoon,7,0,0.690975571726668,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,96,Medium
Tech,Guest_Lecture,Industry,2.0,Weekend,Afternoon,4,0,0.8912679328248673,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25,Low
Design,Workshop,Industry,1.5,Weekday,Morning,2,0,0.6415525293800594,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,64,Low
Tech,Guest_Lecture,Alumni,1.5,Weekday,Afternoon,2,1,0.07395071994643443,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,87,Medium
Design,Guest_Lecture,Faculty,1.0,Weekday,Morning,12,0,0.6386346670237922,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,47,Low
Law,Career_Talk,Industry,1.5,Weekend,Afternoon,2,1,0.8225070718305034,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,92,Medium
Business,Guest_Lecture,Faculty,1.5,Weekday,Afternoon,4,0,0.08367854505336603,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,49,Low
Tech,Guest_Lecture,Industry,2.0,Weekday,Afternoon,11,0,0.1356933025353767,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,78,Medium
Music,Guest_Lecture,Industry,1.0,Weekday,Evening,9,1,0.6775672569863848,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,82,Medium
Tech,Workshop,Industry,1.5,Weekday,Evening,1,1,0.7913304777250089,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,95,Medium
Business,Workshop,Faculty,2.0,Weekend,Evening,3,0,0.3531510793737036,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,55,Low
Business,Career_Talk,Faculty,1.5,Weekday,Evening,7,0,0.7352616011867654,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,22,Low
Music,Workshop,Faculty,2.0,Weekday,Morning,5,0,0.16736823254365962,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30,Low
Law,Guest_Lecture,Alumni,1.0,Weekday,Afternoon,14,0,0.4440053140897252,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,50,Low
Tech,Workshop,Industry,1.5,Weekday,Afternoon,2,0,0.7479740588178585,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,100,Medium
Business,Career_Talk,Faculty,1.5,Weekday,Morning,1,0,0.1989861537557569,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,70,Low
Music,Workshop,Industry,1.5,Weekday,Evening,8,0,0.3488963455073748,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,26,Low
Tech,Career_Talk,Industry,2.0,Weekend,Evening,14,0,0.6290658320006733,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,121,Medium
Law,Guest_Lecture,Faculty,1.0,Weekend,Afternoon,1,1,0.3459952082872979,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44,Low
Law,Workshop,Industry,1.5,Weekday,Evening,12,0,0.874158271214762,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,54,Low
Business,Guest_Lecture,Industry,1.0,Weekday,Evening,14,1,0.95672611518929,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,139,High
Music,Guest_Lecture,Industry,1.5,Weekend,Afternoon,6,0,0.6422895115166096,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,59,Low
Design,Workshop,Industry,2.0,Weekday,Morning,6,1,0.7824002391929318,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,104,Medium
Design,Workshop,Alumni,1.0,Weekend,Evening,14,1,0.9066964980858496,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,81,Medium
Tech,Guest_Lecture,Industry,1.5,Weekday,Evening,9,0,0.7018593375997247,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40,Low
Law,Guest_Lecture,Faculty,1.5,Weekday,Afternoon,8,0,0.7733141774336614,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,52,Low
Tech,Workshop,Alumni,2.0,Weekday,Morning,5,0,0.08021920126153115,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64,Low
Music,Career_Talk,Faculty,1.0,Weekday,Evening,14,1,0.8237626852590444,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,118,Medium
Law,Workshop,Industry,1.5,Weekend,Evening,4,0,0.2745646093669597,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,12,Low
Law,Workshop,Alumni,2.0,Weekday,Afternoon,6,1,0.07080452413740412,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,56,Low
Tech,Guest_Lecture,Industry,1.5,Weekday,Evening,12,1,0.5894715218015206,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,112,Medium
Tech,Workshop,Industry,2.0,Weekday,Afternoon,8,0,0.22678696968846523,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,87,Medium
Design,Workshop,Faculty,1.5,Weekday,Evening,11,1,0.07984686079208558,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,47,Low
Tech,Guest_Lecture,Industry,2.5,Weekend,Afternoon,14,1,0.6095614354276612,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,93,Medium
Tech,Workshop,Faculty,1.0,Weekday,Evening,10,1,0.09855232510690637,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70,Low
Music,Workshop,Industry,1.0,Weekend,Evening,3,0,0.8872275296400584,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,Low
Law,Guest_Lecture,Faculty,1.5,Weekday,Evening,11,0,0.969272483143582,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,49,Low
Law,Guest_Lecture,Faculty,1.5,Weekday,Afternoon,9,0,0.7381923303516411,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,73,Medium
Law,Career_Talk,Alumni,1.5,Weekday,Evening,3,0,0.2876632417980365,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,54,Low
Business,Guest_Lecture,Industry,1.0,Weekday,Afternoon,2,0,0.5625410527307343,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,79,Medium
Law,Guest_Lecture,Industry,1.0,Weekday,Morning,14,1,0.031385687153298814,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,116,Medium
Music,Workshop,Alumni,2.0,Weekday,Evening,2,0,0.62139951690359,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,47,Low
