Domain,Event_Type,Speaker_Type,Duration_Hours,Day_Type,Time_Slot,Promotion_Days,Certificate_Flag,Interactivity_Level,Relevance_Friction_1,Relevance_Friction_2,Relevance_Friction_3,Relevance_Friction_4,Relevance_Friction_5,Schedule_Friction_1,Schedule_Friction_2,Schedule_Friction_3,Schedule_Friction_4,Schedule_Friction_5,Fatigue_Friction_1,Fatigue_Friction_2,Fatigue_Friction_3,Fatigue_Friction_4,Fatigue_Friction_5,Promotion_Friction_1,Promotion_Friction_2,Promotion_Friction_3,Promotion_Friction_4,Promotion_Friction_5,Social_Friction_1,Social_Friction_2,Social_Friction_3,Social_Friction_4,Social_Friction_5,Format_Friction_1,Format_Friction_2,Format_Friction_3,Format_Friction_4,Format_Friction_5,Expected_Attendance,Engagement_Level
Music,Workshop,Faculty,1.5,Weekday,Evening,11,1,0.2398901545505886,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,34,Low
Law,Workshop,Faculty,2.0,Weekday,Morning,3,0,0.6927118285496177,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,61,Low
Music,Guest_Lecture,Faculty,1.5,Weekday,Morning,1,1,0.6763494072725551,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90,Medium
Tech,Workshop,Industry,1.0,Weekday,Evening,14,0,0.14289475934305373,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,34,Low
Law,Guest_Lecture,Industry,1.0,Weekday,Afternoon,8,0,0.3070782258656465,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,67,Medium
Music,Workshop,Industry,1.5,Weekday,Morning,11,1,0.47737838472708805,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,82,Medium
Design,Guest_Lecture,Industry,1.5,Weekday,Evening,10,0,0.9114583352326425,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87,Medium
Business,Workshop,Faculty,2.5,Weekday,Afternoon,12,1,0.16271218023755873,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,71,Medium
Tech,Career_Talk,Alumni,2.0,Weekday,Afternoon,10,1,0.07261762106263225,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,43,Low
Tech,Workshop,Industry,2.0,Weekday,Evening,10,0,0.1330986779635247,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,17,Low
Tech,Career_Talk,Faculty,1.5,Weekday,Afternoon,8,1,0.23443967335599447,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,119,High
Tech,Workshop,Faculty,1.0,Weekend,Afternoon,3,0,0.610328265232012,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,42,Low
Tech,Workshop,Industry,2.0,Weekend,Evening,11,1,0.030695997773155126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,58,Low
Design,Guest_Lecture,Industry,1.0,Weekday,Morning,7,0,0.0337015177880986,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,29,Low
Design,Workshop,Industry,1.0,Weekday,Afternoon,9,0,0.8893160027267534,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,101,Medium
Music,Guest_Lecture,Faculty,1.0,Weekday,Morning,5,0,0.11919198458795621,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,28,Low
Law,Career_Talk,Industry,2.5,Weekend,Evening,12,1,0.3277778786527332,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,103,Medium
Tech,Guest_Lecture,Industry,2.0,Weekday,Afternoon,11,0,0.3606073615905703,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,94,Medium
Music,Guest_Lecture,Industry,1.0,Weekday,Evening,9,0,0.7947044213307444,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,87,Medium
Tech,Career_Talk,Faculty,2.5,Weekend,Afternoon,3,0,0.9120982651834796,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,53,Low
Business,Guest_Lecture,Faculty,2.0,Weekday,Evening,7,0,0.7714547069897658,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,62,Low
Tech,Workshop,Industry,1.5,Weekend,Evening,4,0,0.5013295361414969,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,52,Low
Design,Career_Talk,Faculty,1.0,Weekday,Morning,9,0,0.5413121943826872,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,62,Low
Business,Workshop,Alumni,1.0,Weekday,Afternoon,1,0,0.43858361799085277,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,80,Medium
Design,Workshop,Industry,1.0,Weekday,Morning,6,0,0.980246171339102,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,39,Low
Design,Workshop,Industry,1.5,Weekend,Morning,14,0,0.9610359951176446,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,85,Medium
Music,Workshop,Industry,1.5,Weekday,Afternoon,3,1,0.7609390337963845,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,55,Low
Tech,Workshop,Industry,1.0,Weekday,Evening,7,0,0.8808437929604422,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,58,Low
Music,Workshop,Faculty,1.0,Weekday,Morning,7,0,0.5549397221522709,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10,Low
Business,Guest_Lecture,Faculty,1.5,Weekday,Afternoon,13,1,0.5628876868003116,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,99,Medium
Business,Guest_Lecture,Faculty,2.0,Weekend,Evening,14,1,0.7447344021908053,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,82,Medium
Law,Career_Talk,Industry,1.0,Weekday,Afternoon,12,0,0.35090958995153787,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,116,Medium
Law,Workshop,Faculty,2.0,Weekday,Morning,9,1,0.661486491753656,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,88,Medium
Music,Workshop,Industry,2.5,Weekend,Afternoon,6,0,0.4228714091586411,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,34,Low
Design,Guest_Lecture,Industry,2.0,Weekday,Morning,11,0,0.9218248644229012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,105,Medium
Tech,Workshop,Industry,1.5,Weekday,Morning,1,1,0.3557818358941627,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,55,Low
Tech,Workshop,Alumni,2.0,Weekday,Morning,10,0,0.6361809923253845,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,71,Medium
Tech,Guest_Lecture,Faculty,2.0,Weekend,Afternoon,5,1,0.01963455217539556,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,43,Low
Law,Guest_Lecture,Faculty,2.0,Weekday,Evening,7,1,0.5819494489321562,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,51,Low
Tech,Workshop,Faculty,1.0,Weekday,Afternoon,10,0,0.7755666135746462,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,69,Medium
Tech,Guest_Lecture,Industry,1.0,Weekend,Evening,6,0,0.8329987303228352,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,140,High
Tech,Guest_Lecture,Industry,1.0,Weekend,Evening,5,1,0.8774675346861771,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,119,High
Business,Career_Talk,Faculty,1.0,Weekday,Evening,3,1,0.5050977702773526,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,60,Low
Tech,Workshop,Alumni,2.0,Weekday,Evening,6,1,0.5865562175584422,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,59,Low
Tech,Guest_Lecture,Faculty,1.0,Weekend,Morning,1,0,0.3180697993175854,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,Low
Law,Guest_Lecture,Industry,2.0,Weekend,Morning,13,0,0.9535261537188997,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,113,Medium
Tech,Workshop,Alumni,2.0,Weekday,Afternoon,13,0,0.6323042213514998,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,89,Medium
Business,Guest_Lecture,Industry,1.5,Weekday,Evening,10,0,0.2561477357871089,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,68,Medium
Business,Guest_Lecture,Industry,1.0,Weekday,Afternoon,4,1,0.8918796731903119,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,105,Medium
Law,Workshop,Industry,1.0,Weekend,Morning,11,0,0.6371091265142025,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,95,Medium
Law,Guest_Lecture,Industry,1.0,Weekday,Evening,9,1,0.6845184319972035,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,63,Low
Law,Workshop,Faculty,2.5,Weekend,Afternoon,4,0,0.1264238384462606,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10,Low
Tech,Guest_Lecture,Faculty,1.0,Weekday,Evening,7,1,0.020844217219011862,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79,Medium
Tech,Workshop,Industry,1.0,Weekend,Afternoon,2,0,0.5874863523438565,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,73,Medium
Tech,Guest_Lecture,Industry,1.0,Weekday,Morning,2,0,0.1682154081468501,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,52,Low
Tech,Workshop,Faculty,1.5,Weekday,Afternoon,6,0,0.6883754798515693,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,75,Medium
Design,Guest_Lecture,Industry,1.5,Weekday,Evening,1,1,0.6038846732276048,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,68,Medium
Tech,Guest_Lecture,Industry,2.5,Weekend,Afternoon,13,1,0.3261676948675113,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,105,Medium
Tech,Guest_Lecture,Industry,1.0,Weekday,Afternoon,14,0,0.43599990277239886,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,Low
Design,Guest_Lecture,Alumni,1.0,Weekday,Afternoon,5,1,0.8293261686051921,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,93,Medium
Law,Workshop,Alumni,2.0,Weekend,Afternoon,6,0,0.6799203685805031,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,49,Low
Tech,Workshop,Industry,1.0,Weekday,Morning,11,0,0.3100069138406143,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,88,Medium
Tech,Guest_Lecture,Faculty,1.0,Weekend,Evening,5,1,0.5016395511538703,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,76,Medium
Tech,Workshop,Alumni,2.5,Weekday,Morning,12,0,0.45418038937655525,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,108,Medium
Tech,Guest_Lecture,Industry,1.5,Weekday,Afternoon,2,0,0.04829405962725608,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,78,Medium
Business,Guest_Lecture,Alumni,1.5,Weekday,Morning,8,0,0.3584799772213809,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,50,Low
Business,Career_Talk,Faculty,2.5,Weekend,Evening,1,1,0.12200556756986447,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,52,Low
Law,Workshop,Faculty,1.0,Weekday,Morning,11,1,0.1705024016879021,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,57,Low
Law,Guest_Lecture,Faculty,1.0,Weekday,Afternoon,11,1,0.3372356776530403,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,54,Low
Music,Workshop,Industry,1.0,Weekend,Afternoon,7,1,0.9956631448777105,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,89,Medium
Design,Career_Talk,Faculty,1.0,Weekend,Evening,13,1,0.5949254682346476,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,51,Low
Tech,Guest_Lecture,Faculty,1.5,Weekend,Evening,10,0,0.3097291690403269,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,51,Low
Tech,Guest_Lecture,Industry,2.0,Weekday,Morning,4,1,0.1643508202472279,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,72,Medium
Law,Guest_Lecture,Faculty,2.5,Weekday,Morning,9,0,0.38146796888035794,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,70,Medium
Design,Workshop,Alumni,2.0,Weekday,Afternoon,7,0,0.27522383909209946,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,57,Low
Tech,Guest_Lecture,Alumni,2.5,Weekday,Morning,10,1,0.8733274458135426,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,134,High
Tech,Career_Talk,Faculty,1.5,Weekday,Morning,9,0,0.5265454174321804,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,87,Medium
Law,Workshop,Industry,1.0,Weekday,Morning,11,1,0.9347276681994942,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,120,High
Tech,Career_Talk,Industry,1.0,Weekday,Morning,3,1,0.32532216573509665,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,143,High
Law,Career_Talk,Industry,1.5,Weekday,Afternoon,1,1,0.1287104847754047,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,32,Low
Music,Career_Talk,Faculty,1.0,Weekend,Afternoon,6,0,0.8526847392881753,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,99,Medium
Design,Career_Talk,Faculty,1.0,Weekday,Afternoon,2,0,0.6393109103442185,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,53,Low
Tech,Workshop,Alumni,2.5,Weekday,Afternoon,7,1,0.6913890659805245,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92,Medium
Tech,Guest_Lecture,Industry,1.0,Weekday,Afternoon,6,1,0.15472086680772812,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,79,Medium
Business,Workshop,Alumni,2.0,Weekday,Evening,10,0,0.31387071455506854,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,80,Medium
Law,Guest_Lecture,Alumni,1.0,Weekday,Afternoon,10,0,0.058149414202510075,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27,Low
Tech,Workshop,Faculty,1.5,Weekday,Evening,14,1,0.2730545376160719,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,110,Medium
Tech,Career_Talk,Alumni,2.0,Weekday,Evening,1,1,0.6729157616508319,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,86,Medium
Business,Workshop,Industry,1.0,Weekday,Afternoon,7,0,0.8076863586369879,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,66,Medium
Music,Workshop,Industry,1.0,Weekend,Evening,12,1,0.9357694603702198,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,125,High
Business,Workshop,Industry,1.5,Weekday,Morning,4,1,0.34607925073935697,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,89,Medium
Design,Guest_Lecture,Industry,1.5,Weekday,Afternoon,13,0,0.2599043162148905,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,48,Low
Law,Workshop,Industry,1.0,Weekend,Evening,10,0,0.850695205088173,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,88,Medium
Law,Workshop,Faculty,1.5,Weekday,Morning,7,1,0.359478875072643,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,51,Low
Tech,Workshop,Industry,1.0,Weekday,Afternoon,2,1,0.41029397851448846,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,57,Low
Music,Workshop,Industry,1.0,Weekend,Evening,8,1,0.21753509797900394,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,109,Medium
Design,Career_Talk,Industry,2.0,Weekday,Evening,1,1,0.05292706473132125,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26,Low
Tech,Guest_Lecture,Faculty,1.0,Weekday,Afternoon,5,0,0.19251045468343653,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,60,Low
Business,Workshop,Alumni,1.5,Weekday,Evening,6,1,0.18420937628610468,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,89,Medium
Law,Workshop,Industry,2.0,Weekend,Afternoon,2,1,0.7420379443527406,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,112,Medium
Tech,Workshop,Faculty,2.0,Weekend,Afternoon,1,0,0.6393333333543743,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,76,Medium
Law,Workshop,Alumni,1.0,Weekend,Afternoon,13,0,0.0655460977278266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12,Low
Business,Workshop,Faculty,1.5,Weekday,Afternoon,7,1,0.016770066262469352,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,32,Low
Business,Workshop,Faculty,1.5,Weekday,Afternoon,2,1,0.47305929456084705,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,51,Low
Design,Workshop,Faculty,1.0,Weekday,Evening,5,0,0.5672289696139187,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,50,Low
Business,Workshop,Alumni,1.0,Weekday,Morning,9,0,0.6712950283793643,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,94,Medium
Business,Guest_Lecture,Industry,2.0,Weekend,Evening,13,0,0.3027527756264141,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,60,Low
Business,Workshop,Faculty,1.5,Weekend,Afternoon,7,0,0.5619937939287695,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,54,Low
Business,Guest_Lecture,Industry,1.0,Weekday,Morning,3,1,0.6053311756726898,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74,Medium
Law,Guest_Lecture,Industry,1.5,Weekday,Evening,7,1,0.030704243058849,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,47,Low
Music,Career_Talk,Faculty,1.5,Weekday,Afternoon,10,1,0.9908619761344167,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,112,Medium
Design,Workshop,Faculty,1.0,Weekday,Evening,2,0,0.945057258973912,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,49,Low
Music,Guest_Lecture,Alumni,1.0,Weekday,Morning,9,0,0.3760858816880065,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,51,Low
Tech,Career_Talk,Alumni,1.0,Weekday,Morning,5,1,0.5935012281649917,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,99,Medium
Music,Career_Talk,Faculty,1.5,Weekday,Evening,14,0,0.3795159673889835,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,39,Low
Business,Career_Talk,Faculty,1.5,Weekday,Afternoon,7,0,0.8389462683668101,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,80,Medium
Law,Workshop,Alumni,1.0,Weekday,Afternoon,8,0,0.09047346928291167,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,31,Low
Business,Career_Talk,Industry,1.5,Weekday,Afternoon,10,1,0.17460765564348857,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,69,Medium
Law,Career_Talk,Industry,2.0,Weekday,Afternoon,12,1,0.7267690112169525,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,73,Medium
Tech,Workshop,Industry,1.5,Weekend,Evening,1,1,0.24508691010374917,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83,Medium
Tech,Workshop,Faculty,1.0,Weekday,Morning,5,1,0.9866647729628448,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,105,Medium
Music,Career_Talk,Faculty,1.0,Weekend,Afternoon,1,0,0.8352858143860481,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,Low
Design,Workshop,Faculty,2.5,Weekday,Afternoon,2,1,0.8294357964071948,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,40,Low
Law,Guest_Lecture,Industry,1.0,Weekend,Morning,7,0,0.16773273309963077,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,68,Medium
Design,Workshop,Faculty,1.0,Weekday,Evening,6,1,0.199784667063726,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24,Low
Law,Guest_Lecture,Faculty,2.0,Weekday,Morning,11,0,0.8114683073285568,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,54,Low
Law,Workshop,Alumni,2.0,Weekday,Afternoon,10,0,0.4234958944607147,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,18,Low
